series_id,person_id,person_name,role_type,character_name,episodes_appeared,agency,is_guest
KDR-000767,P516797,Choi Hyun-woo,Guest,Ahn Joon,10,BH Ent.,True
KDR-000767,P333481,Jung Seo-jun,Cameo,Song Seojin,1,YG,False
KDR-000767,P877606,Yoon Seo-jun,Guest,Kang Minho,7,Jellyfish,False
KDR-000767,P226282,Kang Yoon-seo,Support,Lee Eunwoo,1,Jellyfish,True
KDR-001852,P651333,Lee Hye-jin,Guest,Jung Hyejin,8,Jellyfish,False
KDR-001852,P521404,Yoon Ji-hoon,Cameo,Kim Taeyang,12,SOOP,False
KDR-001852,P347936,Yoon Min-jae,Support,Jung Minho,9,C-JeS,False
KDR-001852,P279468,Im Hyun-woo,Cameo,Lee Minho,6,SM,False
KDR-001852,P127804,Jang Yoon-seo,Guest,Kang Taeyang,8,Cube,False
KDR-001242,P550861,Yoon Hye-jin,Support,Yoon Hyejin,12,KeyEast,False
KDR-001242,P559845,Im Seo-yeon,Cameo,Lee Jiwon,9,JYP,False
KDR-001242,P891334,Yoon Hye-jin,Cameo,Jung Minho,8,KeyEast,True
KDR-001242,P372639,Kim Seo-yeon,Cameo,Kim Harin,12,SOOP,False
KDR-001242,P746199,Yoon Hye-jin,Guest,Lee Jiwon,13,BH Ent.,False
KDR-001029,P683165,Jang Seo-jun,Lead,Yoon Seojin,10,Jellyfish,False
KDR-001029,P748182,Yoon Hyun-woo,Cameo,Park Minho,11,SM,True
KDR-001029,P168128,Jung Ji-hoon,Support,Choi Hana,10,Cube,True
KDR-001029,P107270,Yoon Min-jae,Cameo,Song Taeyang,9,KeyEast,False
KDR-001029,P385892,Kang Ji-hoon,Support,Kang Eunwoo,9,YG,False
KDR-001793,P876559,Kang Hyun-woo,Lead,Han Joon,5,C-JeS,False
KDR-001793,P368353,Kang Seo-yeon,Support,Lee Eunwoo,11,P Nation,False
KDR-001793,P105234,Jung Min-jae,Lead,Kang Eunwoo,11,SM,False
KDR-001793,P195804,Jang Ji-hoon,Guest,Kang Harin,9,C-JeS,False
KDR-001793,P255459,Choi Seo-yeon,Lead,Han Taeyang,4,JYP,False
KDR-000643,P429403,Im Hyun-woo,Guest,Song Seojin,12,C-JeS,True
KDR-000643,P124301,Kim Yoon-seo,Cameo,Yoon Seojin,15,Jellyfish,False
KDR-000643,P896609,Choi Yoon-seo,Lead,Choi Harin,10,SM,False
KDR-000643,P818877,Cho Seo-jun,Support,Choi Hyejin,10,JYP,False
KDR-000643,P145350,Jang Min-jae,Support,Ahn Joon,11,BH Ent.,False
KDR-001902,P182676,Choi Hye-jin,Guest,Choi Eunwoo,7,SOOP,True
KDR-001902,P464536,Cho Min-jae,Cameo,Song Joon,4,YG,False
KDR-001902,P485687,Lee Seo-yeon,Cameo,Jung Minho,14,BH Ent.,False
KDR-001902,P784878,Kang Hye-jin,Lead,Kang Seojin,9,KeyEast,False
KDR-001902,P141858,Jang Hye-jin,Support,Lee Joon,10,SOOP,False
KDR-000613,P950620,Lee Seo-jun,Support,Jung Harin,4,BH Ent.,False
KDR-000613,P328172,Choi Ji-hoon,Cameo,Jung Jisoo,3,C-JeS,False
KDR-000613,P345750,Lee Hye-jin,Guest,Kang Seojin,6,BH Ent.,False
KDR-000613,P313681,Park Seo-jun,Cameo,Han Hana,2,BH Ent.,True
KDR-000613,P529849,Cho Yoon-seo,Cameo,Lee Harin,3,BH Ent.,True
KDR-000613,P423537,Park Ji-hoon,Cameo,Park Taeyang,7,BH Ent.,True
KDR-000613,P462695,Im Yoon-seo,Support,Park Joon,10,BH Ent.,False
KDR-000613,P576841,Jung Ji-eun,Support,Han Jiwon,6,C-JeS,True
KDR-001763,P898646,Kim Ji-eun,Cameo,Han Hana,6,YG,False
KDR-001763,P799014,Im Hyun-woo,Lead,Lee Joon,10,Jellyfish,False
KDR-001763,P161656,Yoon Hyun-woo,Support,Han Joon,12,C-JeS,False
KDR-001763,P463920,Yoon Ji-eun,Support,Lee Hana,16,C-JeS,True
KDR-001763,P577632,Jang Yoon-seo,Cameo,Kang Seojin,7,SOOP,False
KDR-000961,P134827,Yoon Min-jae,Support,Song Minho,7,Jellyfish,False
KDR-000961,P192323,Jung Seo-jun,Lead,Park Hyejin,6,C-JeS,False
KDR-000961,P114306,Yoon Hyun-woo,Support,Kim Jiwon,7,KeyEast,False
KDR-000961,P124280,Choi Ji-hoon,Guest,Yoon Joon,10,Cube,True
KDR-000961,P670429,Choi Min-jae,Support,Choi Harin,2,SM,False
KDR-000961,P306141,Jung Yoon-seo,Guest,Ahn Taeyang,5,C-JeS,False
KDR-000961,P378449,Kim Ji-eun,Lead,Ahn Taeyang,7,Cube,True
KDR-000961,P270280,Park Hye-jin,Guest,Jung Seojin,10,Jellyfish,True
KDR-001571,P666352,Jang Ji-eun,Support,Choi Eunwoo,4,Cube,False
KDR-001571,P933124,Cho Yoon-seo,Cameo,Song Minho,5,Jellyfish,False
KDR-001571,P483184,Jang Yoon-seo,Cameo,Ahn Eunwoo,9,Cube,True
KDR-001571,P269461,Im Yoon-seo,Guest,Ahn Seojin,4,BH Ent.,False
KDR-001571,P621646,Kang Hyun-woo,Cameo,Jung Hana,8,BH Ent.,False
KDR-001571,P397855,Cho Ji-eun,Guest,Park Seojin,11,Jellyfish,False
KDR-001571,P440855,Cho Seo-yeon,Lead,Choi Minho,11,YG,False
KDR-000726,P992111,Choi Seo-jun,Support,Kang Harin,10,SM,False
KDR-000726,P512163,Lee Seo-yeon,Support,Lee Hyejin,9,YG,False
KDR-000726,P973175,Im Hyun-woo,Lead,Kim Taeyang,5,JYP,False
KDR-000726,P727666,Cho Min-jae,Support,Lee Joon,5,KeyEast,False
KDR-000726,P506295,Yoon Seo-jun,Support,Kang Taeyang,5,KeyEast,True
KDR-000726,P614446,Park Ji-eun,Lead,Yoon Minho,6,KeyEast,False
KDR-000726,P209492,Kim Seo-yeon,Support,Yoon Jiwon,8,BH Ent.,False
KDR-000684,P111968,Kim Min-jae,Cameo,Choi Joon,8,Cube,False
KDR-000684,P775593,Yoon Ji-eun,Support,Song Taeyang,5,BH Ent.,False
KDR-000684,P928697,Park Seo-yeon,Cameo,Yoon Joon,9,YG,False
KDR-000684,P180861,Im Seo-jun,Support,Jung Hyejin,5,C-JeS,False
KDR-000684,P772441,Im Yoon-seo,Guest,Kang Harin,7,YG,False
KDR-000099,P716071,Jung Ji-hoon,Guest,Park Hana,5,P Nation,False
KDR-000099,P140541,Kim Seo-jun,Cameo,Kang Joon,6,SOOP,False
KDR-000099,P320033,Lee Hye-jin,Lead,Park Seojin,10,SM,True
KDR-000099,P748214,Park Yoon-seo,Cameo,Han Harin,4,SOOP,False
KDR-000099,P138695,Jung Ji-hoon,Lead,Park Seojin,8,JYP,False
KDR-000099,P607494,Jang Ji-hoon,Guest,Kim Hyejin,6,KeyEast,False
KDR-000099,P770568,Kim Seo-yeon,Support,Song Hana,3,Jellyfish,False
KDR-000805,P541691,Jung Min-jae,Support,Yoon Eunwoo,7,JYP,False
KDR-000805,P118911,Jung Hye-jin,Cameo,Han Hana,2,SOOP,True
KDR-000805,P867430,Jang Seo-jun,Cameo,Han Eunwoo,8,YG,False
KDR-000805,P930158,Choi Hyun-woo,Guest,Choi Seojin,5,YG,False
KDR-000805,P480995,Jung Yoon-seo,Lead,Han Minho,10,Jellyfish,False
KDR-000805,P119589,Lee Hyun-woo,Support,Lee Minho,4,Cube,False
KDR-000805,P978987,Kang Ji-eun,Cameo,Jung Joon,4,Jellyfish,False
KDR-000805,P370618,Kang Seo-yeon,Support,Park Taeyang,8,JYP,True
KDR-001752,P813807,Lee Seo-yeon,Support,Han Taeyang,9,Jellyfish,False
KDR-001752,P156927,Cho Seo-jun,Support,Song Harin,7,SM,False
KDR-001752,P686903,Lee Seo-jun,Support,Ahn Eunwoo,10,Jellyfish,False
KDR-001752,P353757,Im Yoon-seo,Support,Choi Jiwon,3,P Nation,False
KDR-001752,P937599,Park Ji-hoon,Support,Jung Minho,11,Jellyfish,False
KDR-001752,P565357,Lee Hyun-woo,Support,Ahn Jiwon,9,C-JeS,True
KDR-001598,P621002,Yoon Hyun-woo,Cameo,Han Joon,4,SOOP,False
KDR-001598,P821943,Kim Seo-yeon,Lead,Park Jiwon,5,BH Ent.,False
KDR-001598,P724960,Jang Hye-jin,Cameo,Ahn Minho,10,C-JeS,False
KDR-001598,P739697,Im Ji-eun,Support,Lee Minho,3,BH Ent.,False
KDR-001598,P796959,Kim Seo-jun,Support,Park Seojin,6,C-JeS,False
KDR-001598,P636108,Jang Hye-jin,Guest,Kim Joon,1,C-JeS,False
KDR-001598,P291585,Park Ji-hoon,Cameo,Kim Hana,3,C-JeS,False
KDR-001598,P721318,Choi Min-jae,Support,Jung Harin,6,P Nation,False
KDR-000407,P919679,Park Seo-yeon,Guest,Park Harin,10,Cube,False
KDR-000407,P713726,Kim Min-jae,Support,Lee Joon,4,SM,False
KDR-000407,P540039,Kang Seo-yeon,Support,Kang Hyejin,4,BH Ent.,False
KDR-000407,P835217,Cho Min-jae,Support,Yoon Harin,6,YG,False
KDR-000407,P485779,Cho Min-jae,Support,Yoon Jisoo,5,SOOP,False
KDR-000407,P240131,Lee Ji-eun,Support,Ahn Joon,9,C-JeS,True
KDR-000407,P985540,Kang Yoon-seo,Support,Song Minho,9,YG,False
KDR-000407,P633979,Im Hyun-woo,Lead,Lee Taeyang,3,KeyEast,False
KDR-000503,P240444,Jung Min-jae,Support,Park Joon,9,YG,True
KDR-000503,P699448,Yoon Hye-jin,Support,Park Taeyang,10,C-JeS,False
KDR-000503,P893715,Choi Ji-eun,Support,Jung Hana,8,Jellyfish,False
KDR-000503,P932612,Cho Seo-yeon,Support,Kang Jiwon,5,SM,False
KDR-000503,P677557,Jang Seo-jun,Cameo,Choi Jisoo,12,SOOP,False
KDR-000503,P783796,Park Seo-yeon,Lead,Han Hana,5,JYP,True
KDR-000503,P853277,Yoon Hye-jin,Support,Lee Jiwon,6,SOOP,False
KDR-001072,P391074,Yoon Min-jae,Support,Park Seojin,8,Jellyfish,False
KDR-001072,P198053,Choi Ji-eun,Support,Choi Joon,12,SOOP,True
KDR-001072,P321593,Jung Seo-yeon,Guest,Kim Seojin,5,JYP,False
KDR-001072,P579862,Park Seo-yeon,Support,Jung Jiwon,6,BH Ent.,False
KDR-001072,P162153,Jung Seo-jun,Guest,Park Hyejin,5,SOOP,False
KDR-001057,P855168,Kim Ji-hoon,Lead,Kim Hyejin,9,JYP,False
KDR-001057,P169687,Park Seo-jun,Guest,Kim Minho,9,JYP,True
KDR-001057,P320241,Kang Hye-jin,Lead,Yoon Jiwon,11,Jellyfish,False
KDR-001057,P190254,Choi Yoon-seo,Guest,Han Jisoo,8,SOOP,False
KDR-001057,P867892,Jung Hye-jin,Guest,Song Taeyang,7,JYP,False
KDR-000930,P449925,Jang Seo-yeon,Lead,Kang Joon,4,SM,True
KDR-000930,P453977,Park Ji-hoon,Support,Ahn Eunwoo,8,P Nation,False
KDR-000930,P106510,Kim Min-jae,Support,Lee Hana,10,YG,False
KDR-000930,P914101,Im Seo-jun,Support,Ahn Minho,6,SOOP,False
KDR-000930,P629475,Im Min-jae,Support,Lee Harin,3,Jellyfish,True
KDR-000930,P909082,Kang Ji-eun,Lead,Park Seojin,4,Cube,False
KDR-000930,P417542,Yoon Hye-jin,Cameo,Han Jisoo,8,C-JeS,True
KDR-000930,P671392,Jung Ji-hoon,Support,Yoon Joon,9,SOOP,False
KDR-000780,P667223,Kang Hyun-woo,Support,Lee Eunwoo,7,BH Ent.,False
KDR-000780,P362641,Kang Hyun-woo,Guest,Kim Minho,4,P Nation,False
KDR-000780,P739678,Cho Ji-eun,Guest,Choi Taeyang,4,KeyEast,False
KDR-000780,P818140,Lee Seo-yeon,Support,Han Taeyang,3,Jellyfish,False
KDR-000780,P130996,Kang Min-jae,Guest,Park Eunwoo,10,JYP,False
KDR-000201,P688723,Yoon Hye-jin,Support,Song Jiwon,5,JYP,False
KDR-000201,P407908,Choi Seo-jun,Support,Lee Joon,8,C-JeS,False
KDR-000201,P825826,Kim Seo-jun,Support,Park Hyejin,6,JYP,True
KDR-000201,P860290,Jang Seo-jun,Lead,Kang Hyejin,11,P Nation,False
KDR-000201,P552597,Jang Seo-jun,Guest,Park Joon,7,P Nation,True
KDR-000135,P701192,Jang Seo-jun,Cameo,Lee Jisoo,16,JYP,True
KDR-000135,P447678,Jung Seo-jun,Guest,Ahn Hana,8,Cube,True
KDR-000135,P648899,Im Hye-jin,Guest,Lee Jisoo,9,SM,False
KDR-000135,P486054,Jung Hye-jin,Guest,Yoon Harin,9,P Nation,False
KDR-000135,P910950,Jung Ji-hoon,Support,Han Eunwoo,13,BH Ent.,False
KDR-000135,P472798,Kang Seo-yeon,Cameo,Ahn Jisoo,7,SM,False
KDR-000135,P541308,Kim Seo-jun,Lead,Han Jisoo,10,SM,False
KDR-001052,P209871,Jung Yoon-seo,Cameo,Lee Jisoo,3,P Nation,True
KDR-001052,P483901,Cho Seo-yeon,Cameo,Park Joon,4,BH Ent.,False
KDR-001052,P733449,Yoon Seo-jun,Support,Han Minho,6,C-JeS,True
KDR-001052,P171449,Im Ji-eun,Cameo,Kim Hyejin,7,SOOP,True
KDR-001052,P604505,Jung Min-jae,Guest,Han Seojin,4,SM,False
KDR-000041,P462415,Im Yoon-seo,Support,Choi Jisoo,6,YG,False
KDR-000041,P806092,Yoon Min-jae,Guest,Kim Harin,11,Cube,False
KDR-000041,P614836,Park Seo-yeon,Cameo,Jung Minho,11,Jellyfish,False
KDR-000041,P813634,Cho Seo-yeon,Guest,Han Harin,9,SOOP,False
KDR-000041,P213642,Lee Min-jae,Guest,Kim Seojin,14,YG,False
KDR-000041,P226673,Jang Hyun-woo,Support,Ahn Eunwoo,12,P Nation,False
KDR-000041,P327666,Cho Hyun-woo,Support,Han Eunwoo,12,SOOP,False
KDR-001018,P768576,Im Min-jae,Support,Yoon Jiwon,8,Jellyfish,False
KDR-001018,P390976,Choi Seo-jun,Cameo,Kang Jisoo,7,KeyEast,False
KDR-001018,P890870,Park Min-jae,Guest,Yoon Minho,4,BH Ent.,False
KDR-001018,P145750,Park Ji-eun,Guest,Lee Jisoo,6,JYP,False
KDR-001018,P185515,Cho Ji-eun,Support,Jung Taeyang,5,P Nation,False
KDR-001018,P436446,Kang Ji-hoon,Cameo,Song Joon,3,P Nation,False
KDR-001018,P168792,Cho Hye-jin,Lead,Kang Taeyang,9,P Nation,False
KDR-001018,P501124,Lee Hyun-woo,Cameo,Lee Harin,5,YG,True
KDR-000231,P188283,Jang Hye-jin,Lead,Choi Hyejin,10,YG,True
KDR-000231,P810384,Im Yoon-seo,Lead,Han Jisoo,6,Jellyfish,False
KDR-000231,P691663,Park Hye-jin,Cameo,Song Eunwoo,9,KeyEast,False
KDR-000231,P600222,Park Seo-yeon,Lead,Kim Jisoo,12,JYP,False
KDR-000231,P872727,Choi Hyun-woo,Support,Choi Jisoo,4,JYP,True
KDR-000231,P711416,Im Seo-yeon,Guest,Choi Jiwon,8,BH Ent.,False
KDR-001514,P309862,Jung Min-jae,Support,Ahn Eunwoo,4,SM,True
KDR-001514,P106327,Yoon Ji-hoon,Guest,Lee Jiwon,6,BH Ent.,False
KDR-001514,P881085,Kang Yoon-seo,Cameo,Ahn Joon,1,BH Ent.,False
KDR-001514,P505009,Cho Seo-jun,Lead,Han Seojin,10,BH Ent.,False
KDR-001514,P609622,Yoon Ji-eun,Lead,Kim Jiwon,7,Cube,False
KDR-001514,P350096,Park Hyun-woo,Cameo,Ahn Seojin,5,YG,True
KDR-001514,P259216,Kang Hyun-woo,Lead,Han Minho,4,C-JeS,True
KDR-001514,P533498,Jang Ji-hoon,Guest,Song Jisoo,9,SM,False
KDR-001797,P389719,Yoon Min-jae,Support,Yoon Eunwoo,10,SOOP,True
KDR-001797,P952472,Im Ji-eun,Cameo,Han Jisoo,7,BH Ent.,True
KDR-001797,P611426,Kim Hyun-woo,Lead,Yoon Seojin,8,YG,False
KDR-001797,P261123,Kang Seo-yeon,Cameo,Ahn Seojin,9,SOOP,False
KDR-001797,P126144,Lee Yoon-seo,Guest,Han Hana,4,KeyEast,False
KDR-001797,P106582,Park Seo-yeon,Guest,Jung Seojin,5,Cube,True
KDR-001797,P523920,Jang Seo-yeon,Support,Song Taeyang,10,SM,False
KDR-001797,P380227,Im Min-jae,Guest,Yoon Joon,12,Cube,False
KDR-000379,P426512,Im Seo-yeon,Support,Ahn Jiwon,7,SOOP,False
KDR-000379,P226523,Choi Seo-yeon,Cameo,Ahn Joon,6,P Nation,True
KDR-000379,P666069,Lee Yoon-seo,Lead,Han Eunwoo,10,C-JeS,False
KDR-000379,P926902,Cho Hyun-woo,Cameo,Ahn Seojin,9,JYP,False
KDR-000379,P639657,Lee Hye-jin,Cameo,Ahn Harin,16,JYP,True
KDR-000379,P706927,Im Yoon-seo,Lead,Han Joon,10,SM,False
KDR-000379,P851531,Jung Seo-yeon,Guest,Yoon Jisoo,9,C-JeS,True
KDR-000289,P784876,Im Hyun-woo,Support,Han Minho,1,BH Ent.,False
KDR-000289,P903276,Yoon Seo-jun,Guest,Ahn Harin,7,C-JeS,True
KDR-000289,P128406,Kim Yoon-seo,Lead,Jung Seojin,9,JYP,True
KDR-000289,P362708,Park Yoon-seo,Lead,Song Jisoo,4,P Nation,False
KDR-000289,P918655,Jang Ji-hoon,Lead,Yoon Jisoo,8,Cube,True
KDR-000289,P994241,Kang Seo-yeon,Support,Kang Jiwon,9,SOOP,True
KDR-000419,P293704,Park Seo-jun,Guest,Kang Minho,2,JYP,False
KDR-000419,P473411,Park Ji-eun,Lead,Song Seojin,3,KeyEast,False
KDR-000419,P391859,Kang Hyun-woo,Cameo,Yoon Taeyang,5,SOOP,False
KDR-000419,P344532,Jung Ji-hoon,Guest,Lee Seojin,4,SM,False
KDR-000419,P397897,Yoon Ji-hoon,Support,Kang Hyejin,8,SM,False
KDR-000419,P142706,Kim Hye-jin,Lead,Song Joon,2,YG,False
KDR-000419,P393016,Yoon Hye-jin,Guest,Kang Seojin,10,C-JeS,True
KDR-000419,P672321,Jung Seo-jun,Cameo,Ahn Taeyang,8,YG,True
KDR-001699,P593008,Cho Hye-jin,Lead,Song Minho,3,SM,True
KDR-001699,P456471,Yoon Hyun-woo,Guest,Ahn Jisoo,6,C-JeS,False
KDR-001699,P256627,Cho Min-jae,Guest,Park Jiwon,10,BH Ent.,False
KDR-001699,P595204,Lee Ji-eun,Support,Lee Seojin,10,C-JeS,False
KDR-001699,P914287,Im Min-jae,Cameo,Yoon Taeyang,10,YG,False
KDR-001699,P491333,Im Ji-hoon,Guest,Ahn Eunwoo,9,BH Ent.,False
KDR-000392,P705529,Choi Seo-yeon,Guest,Song Harin,7,Jellyfish,False
KDR-000392,P924636,Choi Hyun-woo,Lead,Jung Jiwon,10,BH Ent.,True
KDR-000392,P179952,Yoon Seo-yeon,Support,Song Hana,8,KeyEast,False
KDR-000392,P192861,Cho Ji-eun,Cameo,Park Seojin,9,C-JeS,False
KDR-000392,P697313,Jung Ji-eun,Support,Lee Seojin,12,JYP,False
KDR-000392,P923616,Park Yoon-seo,Lead,Ahn Hana,7,SM,False
KDR-000593,P723358,Park Hye-jin,Support,Ahn Taeyang,6,C-JeS,False
KDR-000593,P300837,Jung Seo-jun,Guest,Ahn Hana,9,BH Ent.,True
KDR-000593,P224086,Park Min-jae,Cameo,Choi Minho,12,P Nation,False
KDR-000593,P992090,Cho Ji-eun,Support,Han Eunwoo,5,JYP,False
KDR-000593,P129967,Cho Ji-hoon,Support,Song Jiwon,2,KeyEast,False
KDR-001523,P962570,Jang Min-jae,Support,Kang Jisoo,8,BH Ent.,False
KDR-001523,P472509,Choi Yoon-seo,Support,Ahn Joon,9,SOOP,False
KDR-001523,P928778,Jang Yoon-seo,Cameo,Kim Eunwoo,2,C-JeS,False
KDR-001523,P177429,Park Hyun-woo,Guest,Ahn Taeyang,11,JYP,False
KDR-001523,P525749,Choi Min-jae,Cameo,Han Hana,8,BH Ent.,False
KDR-001163,P509350,Im Min-jae,Lead,Song Minho,7,SOOP,False
KDR-001163,P676585,Jung Hye-jin,Support,Han Minho,10,KeyEast,True
KDR-001163,P302517,Kim Yoon-seo,Cameo,Ahn Seojin,6,SOOP,True
KDR-001163,P986518,Jung Hyun-woo,Guest,Choi Jiwon,8,Jellyfish,True
KDR-001163,P940397,Jung Ji-hoon,Guest,Yoon Hana,8,JYP,True
KDR-001163,P555324,Kim Yoon-seo,Lead,Song Taeyang,7,C-JeS,False
KDR-001163,P402277,Yoon Seo-jun,Support,Choi Seojin,6,YG,True
KDR-001163,P620256,Lee Seo-jun,Support,Choi Taeyang,5,Jellyfish,True
KDR-001087,P318363,Kim Hye-jin,Guest,Choi Hana,8,BH Ent.,False
KDR-001087,P697150,Kang Seo-jun,Support,Han Minho,3,SOOP,False
KDR-001087,P704240,Lee Seo-yeon,Support,Choi Taeyang,3,BH Ent.,True
KDR-001087,P904443,Jung Hye-jin,Guest,Park Hana,4,JYP,False
KDR-001087,P893008,Cho Hye-jin,Support,Jung Minho,1,KeyEast,False
KDR-001496,P479930,Jung Ji-eun,Support,Kang Seojin,6,P Nation,False
KDR-001496,P575953,Im Hye-jin,Guest,Ahn Seojin,7,Jellyfish,False
KDR-001496,P195313,Cho Seo-yeon,Cameo,Song Jiwon,4,C-JeS,False
KDR-001496,P812120,Kim Seo-jun,Support,Ahn Jisoo,3,SOOP,False
KDR-001496,P650638,Lee Hye-jin,Support,Lee Minho,4,SM,False
KDR-000648,P728636,Lee Hye-jin,Cameo,Park Harin,3,C-JeS,False
KDR-000648,P286604,Lee Yoon-seo,Support,Ahn Minho,2,JYP,False
KDR-000648,P628815,Jung Seo-yeon,Support,Choi Hana,5,SM,False
KDR-000648,P865599,Park Ji-eun,Cameo,Park Hyejin,9,SOOP,False
KDR-000648,P950393,Jang Hyun-woo,Support,Jung Taeyang,5,Jellyfish,False
KDR-000648,P626568,Im Yoon-seo,Cameo,Han Jisoo,9,C-JeS,False
KDR-000648,P568803,Kang Hyun-woo,Lead,Ahn Joon,6,BH Ent.,False
KDR-001153,P993644,Jang Ji-hoon,Support,Choi Hana,1,JYP,True
KDR-001153,P930775,Kim Hyun-woo,Lead,Song Jiwon,10,YG,False
KDR-001153,P217959,Kim Yoon-seo,Cameo,Kim Jisoo,8,C-JeS,True
KDR-001153,P518419,Kim Seo-yeon,Lead,Yoon Seojin,5,Jellyfish,True
KDR-001153,P530503,Yoon Hyun-woo,Cameo,Ahn Minho,2,SOOP,False
KDR-001368,P711980,Jang Hye-jin,Lead,Han Seojin,7,KeyEast,False
KDR-001368,P708371,Park Ji-hoon,Guest,Song Harin,14,Cube,False
KDR-001368,P404427,Lee Yoon-seo,Cameo,Ahn Seojin,11,KeyEast,True
KDR-001368,P837454,Jung Hye-jin,Support,Ahn Seojin,6,JYP,False
KDR-001368,P628078,Park Ji-hoon,Cameo,Kang Taeyang,14,YG,True
KDR-001368,P106389,Lee Hye-jin,Support,Kang Harin,13,Cube,False
KDR-001368,P907306,Kim Ji-hoon,Support,Jung Joon,9,Jellyfish,False
KDR-001368,P947527,Jung Hyun-woo,Cameo,Lee Jisoo,8,SOOP,False
KDR-000521,P681053,Kim Ji-hoon,Cameo,Kim Jisoo,2,KeyEast,False
KDR-000521,P483800,Jang Ji-eun,Support,Han Joon,9,SOOP,False
KDR-000521,P265315,Im Ji-eun,Guest,Han Taeyang,12,YG,False
KDR-000521,P353810,Kang Min-jae,Support,Park Taeyang,7,Cube,False
KDR-000521,P446475,Jang Hye-jin,Guest,Ahn Minho,7,YG,False
KDR-000521,P566231,Lee Yoon-seo,Support,Yoon Taeyang,9,Jellyfish,False
KDR-000521,P768697,Lee Hyun-woo,Lead,Kang Seojin,4,SOOP,True
KDR-001863,P211210,Park Ji-hoon,Lead,Ahn Seojin,9,JYP,False
KDR-001863,P517989,Kang Hyun-woo,Support,Choi Eunwoo,6,YG,True
KDR-001863,P670678,Lee Ji-hoon,Support,Song Joon,7,Jellyfish,False
KDR-001863,P554847,Jang Ji-hoon,Guest,Ahn Joon,1,Jellyfish,False
KDR-001863,P212346,Jung Seo-yeon,Lead,Kim Joon,7,BH Ent.,False
KDR-001863,P577160,Cho Seo-yeon,Support,Kang Seojin,6,JYP,False
KDR-001863,P487376,Park Ji-eun,Cameo,Han Hana,5,SM,False
KDR-000065,P415937,Kang Yoon-seo,Support,Ahn Taeyang,6,JYP,False
KDR-000065,P837244,Im Ji-hoon,Support,Han Taeyang,11,JYP,True
KDR-000065,P319292,Kim Ji-hoon,Guest,Kim Seojin,7,Jellyfish,False
KDR-000065,P331543,Park Ji-eun,Guest,Han Jiwon,12,SOOP,False
KDR-000065,P935407,Kim Min-jae,Lead,Song Minho,3,SM,False
KDR-000065,P864543,Kim Ji-hoon,Guest,Ahn Seojin,8,BH Ent.,True
KDR-001837,P665313,Park Hye-jin,Support,Ahn Taeyang,4,C-JeS,False
KDR-001837,P106385,Yoon Seo-jun,Cameo,Jung Joon,8,BH Ent.,False
KDR-001837,P928758,Jung Hyun-woo,Lead,Jung Hana,10,SOOP,True
KDR-001837,P784431,Cho Hye-jin,Support,Choi Hyejin,7,Cube,False
KDR-001837,P565640,Park Hye-jin,Cameo,Song Hyejin,12,SM,False
KDR-001837,P732760,Choi Ji-eun,Support,Kim Seojin,3,SM,False
KDR-000015,P832815,Yoon Seo-yeon,Support,Kim Jiwon,6,JYP,True
KDR-000015,P827953,Lee Seo-yeon,Support,Kim Jisoo,8,JYP,False
KDR-000015,P910006,Kang Ji-hoon,Cameo,Ahn Taeyang,4,SOOP,False
KDR-000015,P674121,Jang Hyun-woo,Support,Jung Minho,6,Cube,True
KDR-000015,P791586,Cho Hyun-woo,Cameo,Park Taeyang,1,Jellyfish,False
KDR-000015,P921740,Jung Hye-jin,Cameo,Song Joon,11,JYP,False
KDR-000015,P588955,Lee Min-jae,Cameo,Jung Eunwoo,1,P Nation,False
KDR-001181,P694306,Kang Seo-jun,Guest,Lee Jisoo,1,SOOP,False
KDR-001181,P406366,Jang Ji-eun,Cameo,Lee Taeyang,1,C-JeS,False
KDR-001181,P236269,Cho Yoon-seo,Lead,Park Jisoo,10,Jellyfish,False
KDR-001181,P855491,Im Ji-eun,Guest,Kang Harin,1,P Nation,False
KDR-001181,P320684,Cho Seo-jun,Lead,Ahn Hyejin,1,SOOP,True
KDR-001181,P745721,Kang Ji-eun,Lead,Park Jiwon,8,YG,True
KDR-001181,P867289,Im Min-jae,Support,Kim Minho,2,C-JeS,False
KDR-001065,P827254,Cho Yoon-seo,Support,Song Seojin,14,SOOP,False
KDR-001065,P402851,Yoon Hye-jin,Cameo,Jung Eunwoo,11,P Nation,False
KDR-001065,P621015,Park Hye-jin,Guest,Park Eunwoo,9,Cube,False
KDR-001065,P748253,Kim Hye-jin,Lead,Park Minho,5,BH Ent.,True
KDR-001065,P250168,Cho Seo-yeon,Support,Kim Minho,10,Cube,False
KDR-001065,P320633,Choi Yoon-seo,Cameo,Lee Jiwon,8,SOOP,False
KDR-001065,P174696,Yoon Hye-jin,Support,Lee Joon,9,C-JeS,False
KDR-001065,P492826,Choi Seo-jun,Guest,Kang Seojin,12,SOOP,False
KDR-000493,P878327,Lee Seo-jun,Lead,Song Eunwoo,7,JYP,False
KDR-000493,P229046,Choi Seo-yeon,Cameo,Park Eunwoo,6,C-JeS,False
KDR-000493,P309917,Jung Min-jae,Guest,Jung Seojin,4,Jellyfish,True
KDR-000493,P524940,Kang Ji-hoon,Cameo,Kang Minho,6,BH Ent.,False
KDR-000493,P703135,Cho Ji-eun,Guest,Kim Hana,3,C-JeS,True
