series_id,title,release_year,status,platform,ott_availability,weekday_slot,time_slot_kr,episodes,avg_episode_length_min,total_runtime_min,genres,ip_source,director,writer,lead_actor,lead_actress,start_date,end_date,imdb_rating,mydramalist_rating,synopsis,ingestion_ts,last_updated_ts
KDR-000220,Radiant City,2025,Ongoing,KBS2,Disney+;Prime Video;TVING,Fri-Sat,21:00,10,70,700,Comedy;Romance;Thriller,Remake (JP),Park Min-jae,Kang Ji-hoon,Jung Ji-eun,Park Ji-eun,2025-06-22,2025-08-03,7.8,8.0,"Radiant City: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000642,Hidden Memory,2021,Completed,tvN,Prime Video,Sat-Sun,22:00,16,55,880,Action;Romance,Remake (JP),Choi Yoon-seo,Kang Seo-yeon,Jung Seo-jun,Jung Min-jae,2021-10-31,2022-01-02,7.8,8.4,"Hidden Memory: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000002,The Silent Echo,2015,Completed,KBS2,Apple TV+;Viki,Fri-Sat,22:00,16,55,880,Action;Romance;Thriller,Original,Jung Seo-jun,Jung Ji-hoon,Jung Hyun-woo,Choi Seo-yeon,2015-02-22,2015-04-26,7.6,8.4,"The Silent Echo: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000113,Gyeonggi Dream,2018,Completed,Prime Video,Apple TV+;Disney+;Viki,Wed-Thu,21:00,10,70,700,Mystery,Remake (JP),Kang Seo-yeon,Kim Min-jae,Park Ji-hoon,Choi Seo-jun,2018-09-20,2018-11-01,7.0,8.2,"Gyeonggi Dream: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000699,The Velvet Garden,2024,Completed,SBS,Prime Video,Mon-Tue,21:30,12,70,840,Action;Comedy;Fantasy,Based on Novel,Kang Hye-jin,Kim Min-jae,Choi Hyun-woo,Choi Hyun-woo,2024-11-03,2024-12-22,6.7,7.7,"The Velvet Garden: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001926,Incheon Night,2016,Completed,Netflix,Prime Video;TVING;Viki,Wed-Thu,22:00,10,60,600,Fantasy;Legal,Webtoon,Jung Min-jae,Lee Ji-hoon,Choi Yoon-seo,Kang Hye-jin,2016-04-30,2016-06-11,8.1,8.1,"Incheon Night: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000952,Memory of Jeju,2019,Completed,Disney+,Apple TV+;Prime Video;Viki,Sat-Sun,22:00,10,60,600,Fantasy;Legal;Medical,Original,Lee Ji-eun,Park Yoon-seo,Kim Ji-eun,Kim Ji-eun,2019-01-14,2019-02-25,7.4,8.4,"Memory of Jeju: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001649,Daegu Echo,2023,Completed,Prime Video,Disney+,Mon-Tue,22:00,16,55,880,Comedy,Remake (JP),Lee Seo-jun,Kang Ji-eun,Kang Ji-eun,Park Hyun-woo,2023-06-23,2023-08-25,8.6,8.2,"Daegu Echo: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001637,Hidden Memory,2024,Completed,JTBC,Disney+,Wed-Thu,22:00,12,55,660,Comedy,Webtoon,Jung Hyun-woo,Jung Min-jae,Park Hyun-woo,Kim Seo-yeon,2024-01-22,2024-03-11,7.3,8.1,"Hidden Memory: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001816,Incheon Love,2015,Completed,tvN,Apple TV+;Disney+;Prime Video,Fri-Sat,22:00,10,60,600,Action;Medical;Romance,Remake (JP),Kim Ji-hoon,Kim Seo-jun,Choi Min-jae,Jung Ji-eun,2015-01-31,2015-03-14,7.5,8.1,"Incheon Love: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001411,Hidden Night,2019,Completed,JTBC,Apple TV+;TVING,Sat-Sun,22:00,16,60,960,Fantasy,Original,Choi Ji-eun,Choi Ji-eun,Kim Hye-jin,Kim Yoon-seo,2019-06-27,2019-08-29,9.2,7.5,"Hidden Night: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001410,Memory of Daegu,2020,Completed,Netflix,Apple TV+;Netflix;Prime Video,Fri-Sat,21:00,10,70,700,Action,Webtoon,Kim Hye-jin,Choi Ji-eun,Lee Ji-eun,Kang Seo-jun,2020-02-23,2020-04-05,8.0,8.3,"Memory of Daegu: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001534,Echo of Daegu,2025,Ongoing,SBS,Disney+;Netflix;Viki,Sat-Sun,21:00,10,70,700,Comedy;Legal;Medical,Original,Lee Min-jae,Kim Yoon-seo,Lee Ji-eun,Kim Ji-eun,2025-01-10,2025-02-21,7.8,8.3,"Echo of Daegu: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001292,Gyeonggi Love,2017,Completed,Disney+,Prime Video,Wed-Thu,21:00,10,70,700,Action;Mystery;Romance,Original,Choi Ji-eun,Kim Hye-jin,Kim Yoon-seo,Lee Seo-yeon,2017-05-06,2017-06-17,8.2,8.6,"Gyeonggi Love: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001819,Busan Garden,2022,Completed,Disney+,Disney+;Prime Video,Sat-Sun,22:00,12,55,660,Legal;Mystery,Webtoon,Lee Seo-yeon,Jung Seo-yeon,Jung Hye-jin,Kim Min-jae,2022-05-15,2022-07-03,7.8,8.0,"Busan Garden: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000442,Night of Busan,2016,Completed,Disney+,Netflix;TVING,Fri-Sat,21:00,16,60,960,Action;Medical,Original,Park Seo-yeon,Jung Hye-jin,Park Hye-jin,Choi Seo-yeon,2016-10-26,2016-12-28,7.9,8.3,"Night of Busan: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001521,Garden of Incheon,2016,Completed,MBC,Netflix,Fri-Sat,22:00,16,70,1120,Medical;Mystery;Romance,Based on Novel,Kim Min-jae,Choi Hye-jin,Lee Ji-hoon,Jung Hyun-woo,2016-06-25,2016-08-27,8.0,8.7,"Garden of Incheon: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001137,The Misty Love,2025,Ongoing,Netflix,Netflix;TVING;Viki,Wed-Thu,22:00,10,55,550,Action;Mystery,Based on Novel,Choi Seo-yeon,Park Ji-eun,Park Seo-yeon,Jung Ji-hoon,2025-11-30,2026-01-11,7.5,8.9,"The Misty Love: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001716,The Velvet Promise,2025,Ongoing,KBS2,Netflix;Viki,Mon-Tue,21:30,12,70,840,Action;Mystery;Romance,Remake (JP),Jung Ji-hoon,Kang Seo-jun,Kim Seo-jun,Lee Hye-jin,2025-01-29,2025-03-19,7.5,8.6,"The Velvet Promise: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001257,Dream of Jeju,2025,Ongoing,SBS,Apple TV+;Disney+;Viki,Fri-Sat,21:00,10,60,600,Fantasy;Medical;Romance,Based on Novel,Jung Seo-yeon,Lee Seo-yeon,Kang Hye-jin,Jung Hyun-woo,2025-10-13,2025-11-24,8.1,8.0,"Dream of Jeju: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001874,Busan Night,2021,Completed,JTBC,Prime Video,Sat-Sun,22:00,12,70,840,Comedy;Romance,Webtoon,Park Seo-yeon,Lee Hyun-woo,Kim Hye-jin,Kim Hye-jin,2021-01-04,2021-02-22,7.6,8.1,"Busan Night: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001632,Jeju Love,2022,Completed,Prime Video,Prime Video,Wed-Thu,22:00,16,70,1120,Comedy;Medical;Thriller,Web Novel,Kim Ji-hoon,Choi Min-jae,Choi Hye-jin,Choi Ji-hoon,2022-04-14,2022-06-16,7.8,8.1,"Jeju Love: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001696,Incheon Season,2017,Completed,tvN,TVING,Wed-Thu,22:00,12,60,720,Legal;Mystery,Webtoon,Kim Hyun-woo,Kang Yoon-seo,Park Seo-jun,Kang Hye-jin,2017-01-28,2017-03-18,6.8,7.5,"Incheon Season: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001398,The Hidden Season,2018,Completed,KBS2,Apple TV+,Mon-Tue,21:30,12,70,840,Medical;Mystery;Thriller,Web Novel,Kang Seo-jun,Kang Hye-jin,Jung Yoon-seo,Kang Ji-hoon,2018-01-22,2018-03-12,7.8,8.4,"The Hidden Season: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000664,The Hidden Echo,2025,Ongoing,JTBC,Apple TV+;Viki,Wed-Thu,22:00,12,70,840,Medical,Webtoon,Jung Ji-eun,Kang Yoon-seo,Kang Min-jae,Lee Ji-eun,2025-04-11,2025-05-30,8.4,8.0,"The Hidden Echo: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001916,Season of Busan,2023,Completed,SBS,Netflix;Prime Video;TVING,Mon-Tue,21:30,10,55,550,Mystery,Webtoon,Park Seo-jun,Lee Min-jae,Kim Yoon-seo,Lee Hyun-woo,2023-03-11,2023-04-22,7.6,8.2,"Season of Busan: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001258,The Lonely Night,2023,Completed,tvN,Apple TV+;Netflix;Prime Video,Sat-Sun,22:00,10,55,550,Action;Legal;Thriller,Web Novel,Choi Hyun-woo,Lee Seo-yeon,Jung Hyun-woo,Kang Hyun-woo,2023-03-21,2023-05-02,8.5,8.6,"The Lonely Night: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001784,Echo of Jeju,2015,Completed,KBS2,Viki,Sat-Sun,22:00,16,60,960,Legal,Web Novel,Choi Hye-jin,Park Seo-yeon,Lee Hyun-woo,Kang Seo-jun,2015-04-12,2015-06-14,7.1,8.1,"Echo of Jeju: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001701,The Electric Season,2024,Completed,KBS2,Prime Video;TVING;Viki,Wed-Thu,22:00,16,70,1120,Comedy;Mystery,Original,Jung Hye-jin,Choi Seo-jun,Jung Hye-jin,Jung Yoon-seo,2024-11-10,2025-01-12,7.5,8.4,"The Electric Season: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000318,Busan Garden,2019,Completed,MBC,Disney+;Prime Video,Sat-Sun,21:00,10,55,550,Fantasy,Remake (JP),Jung Ji-eun,Lee Ji-hoon,Choi Hyun-woo,Kim Ji-eun,2019-07-07,2019-08-18,8.0,7.8,"Busan Garden: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000649,The Lonely Love,2016,Completed,KBS2,Apple TV+;Disney+;Netflix,Fri-Sat,21:30,10,70,700,Romance,Web Novel,Jung Seo-jun,Kim Min-jae,Jung Yoon-seo,Lee Ji-hoon,2016-09-20,2016-11-01,8.3,7.8,"The Lonely Love: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001435,Golden Love,2016,Completed,Disney+,Apple TV+;Netflix,Mon-Tue,21:30,10,70,700,Action,Webtoon,Lee Ji-eun,Lee Hye-jin,Jung Ji-eun,Park Ji-hoon,2016-12-22,2017-02-02,7.0,8.5,"Golden Love: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001480,Season of Daegu,2023,Completed,Prime Video,Prime Video,Wed-Thu,21:00,12,55,660,Medical,Web Novel,Choi Min-jae,Jung Seo-jun,Lee Ji-eun,Jung Hye-jin,2023-09-13,2023-11-01,6.9,8.6,"Season of Daegu: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000710,Memory of Gyeonggi,2023,Completed,Prime Video,Apple TV+;Disney+;TVING,Mon-Tue,21:30,12,55,660,Action;Comedy;Legal,Based on Novel,Choi Hye-jin,Choi Yoon-seo,Kim Hye-jin,Choi Seo-yeon,2023-10-20,2023-12-08,7.8,8.8,"Memory of Gyeonggi: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001383,The Velvet Dream,2019,Completed,Disney+,Apple TV+;Viki,Fri-Sat,21:00,12,70,840,Action;Medical,Remake (JP),Park Hye-jin,Choi Hyun-woo,Park Seo-jun,Lee Yoon-seo,2019-02-03,2019-03-24,8.3,8.2,"The Velvet Dream: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001283,The Golden Season,2019,Completed,KBS2,Apple TV+;Netflix;TVING,Fri-Sat,22:00,12,60,720,Legal;Medical,Original,Kim Min-jae,Choi Hye-jin,Jung Yoon-seo,Park Ji-eun,2019-01-12,2019-03-02,7.0,9.2,"The Golden Season: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001769,Memory of Jeju,2023,Completed,SBS,Apple TV+;Disney+;TVING,Fri-Sat,21:00,12,60,720,Action;Romance,Webtoon,Lee Seo-yeon,Choi Seo-yeon,Choi Hye-jin,Lee Yoon-seo,2023-09-20,2023-11-08,6.8,8.2,"Memory of Jeju: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000973,Lonely Echo,2015,Completed,SBS,Apple TV+;Prime Video;Viki,Mon-Tue,22:00,10,70,700,Medical;Thriller,Web Novel,Lee Min-jae,Park Ji-eun,Kim Seo-yeon,Choi Hye-jin,2015-03-06,2015-04-17,7.1,8.0,"Lonely Echo: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000628,Night of Daegu,2018,Completed,JTBC,Disney+;Prime Video,Sat-Sun,21:30,12,60,720,Action;Medical;Mystery,Original,Jung Min-jae,Park Hye-jin,Park Seo-jun,Choi Hyun-woo,2018-05-30,2018-07-18,8.1,7.6,"Night of Daegu: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000633,The Electric City,2016,Completed,Netflix,Prime Video,Fri-Sat,21:00,12,60,720,Action;Legal;Thriller,Original,Park Min-jae,Kim Yoon-seo,Park Ji-hoon,Kim Hye-jin,2016-04-06,2016-05-25,7.1,8.4,"The Electric City: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001307,The Golden Echo,2018,Completed,JTBC,Netflix;Prime Video;Viki,Mon-Tue,22:00,16,55,880,Action;Romance,Remake (JP),Park Yoon-seo,Kang Yoon-seo,Kang Ji-hoon,Jung Hyun-woo,2018-10-13,2018-12-15,7.5,8.2,"The Golden Echo: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001401,The Lonely Season,2020,Completed,Netflix,Netflix;Prime Video,Mon-Tue,21:00,12,70,840,Action;Thriller,Remake (JP),Park Ji-eun,Kim Ji-eun,Park Hye-jin,Park Yoon-seo,2020-07-25,2020-09-12,7.1,7.5,"The Lonely Season: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001409,Electric Night,2020,Completed,Netflix,Apple TV+;Prime Video,Sat-Sun,21:30,12,60,720,Fantasy;Medical;Romance,Original,Kim Seo-jun,Choi Seo-yeon,Kang Seo-jun,Kang Min-jae,2020-04-02,2020-05-21,8.4,7.9,"Electric Night: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001249,Electric City,2024,Completed,Netflix,Disney+;Netflix,Sat-Sun,21:30,12,70,840,Comedy;Mystery,Based on Novel,Kim Min-jae,Jung Yoon-seo,Jung Min-jae,Jung Seo-jun,2024-01-31,2024-03-20,7.5,8.9,"Electric City: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001963,The Silent Promise,2018,Completed,MBC,Disney+;TVING,Wed-Thu,21:00,16,60,960,Mystery,Original,Kim Seo-jun,Jung Min-jae,Kang Hye-jin,Jung Yoon-seo,2018-10-23,2018-12-25,6.5,8.7,"The Silent Promise: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001255,The Electric Night,2015,Completed,KBS2,Apple TV+,Fri-Sat,21:00,12,60,720,Mystery,Based on Novel,Park Min-jae,Park Seo-yeon,Jung Min-jae,Lee Min-jae,2015-05-08,2015-06-26,8.1,8.2,"The Electric Night: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001497,Hidden Promise,2020,Completed,SBS,Apple TV+;Disney+;Prime Video,Sat-Sun,21:00,12,60,720,Mystery,Remake (JP),Choi Yoon-seo,Jung Ji-hoon,Choi Seo-yeon,Kang Ji-hoon,2020-01-30,2020-03-19,7.4,7.7,"Hidden Promise: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001372,The Hidden Shadow,2025,Ongoing,Prime Video,Disney+,Mon-Tue,22:00,10,60,600,Action;Medical;Thriller,Original,Lee Yoon-seo,Lee Ji-eun,Park Seo-yeon,Lee Hye-jin,2025-10-24,2025-12-05,7.4,8.0,"The Hidden Shadow: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001530,Lonely Season,2017,Completed,MBC,Apple TV+;Disney+,Mon-Tue,21:30,10,70,700,Medical,Based on Novel,Park Seo-yeon,Kang Hyun-woo,Jung Ji-hoon,Park Yoon-seo,2017-09-25,2017-11-06,7.9,8.2,"Lonely Season: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001664,Promise of Seoul,2015,Completed,JTBC,TVING;Viki,Mon-Tue,21:00,16,70,1120,Medical;Romance,Remake (JP),Lee Seo-yeon,Park Seo-yeon,Park Seo-yeon,Jung Ji-eun,2015-03-20,2015-05-22,7.5,8.0,"Promise of Seoul: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001355,Velvet Memory,2024,Completed,JTBC,Viki,Fri-Sat,21:30,16,60,960,Comedy;Medical,Original,Lee Min-jae,Lee Ji-hoon,Kang Yoon-seo,Kim Seo-yeon,2024-10-28,2024-12-30,7.3,7.9,"Velvet Memory: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001936,The Golden Dream,2016,Completed,Disney+,Disney+,Fri-Sat,21:00,16,70,1120,Fantasy;Medical;Mystery,Remake (JP),Kim Hyun-woo,Lee Yoon-seo,Jung Yoon-seo,Choi Min-jae,2016-03-18,2016-05-20,7.3,8.5,"The Golden Dream: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001911,The Velvet Season,2022,Completed,tvN,Prime Video,Wed-Thu,22:00,16,55,880,Legal,Web Novel,Choi Min-jae,Jung Min-jae,Kang Ji-hoon,Kim Yoon-seo,2022-03-06,2022-05-08,6.4,7.8,"The Velvet Season: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001644,The Velvet City,2019,Completed,JTBC,Netflix,Wed-Thu,22:00,12,55,660,Mystery,Web Novel,Kim Hye-jin,Choi Yoon-seo,Kang Seo-yeon,Kim Seo-jun,2019-11-21,2020-01-09,8.5,8.1,"The Velvet City: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001859,Shadow of Gyeonggi,2022,Completed,JTBC,Netflix;Prime Video,Wed-Thu,22:00,10,60,600,Action;Romance,Original,Lee Hye-jin,Kim Yoon-seo,Jung Hyun-woo,Lee Ji-eun,2022-10-27,2022-12-08,7.2,8.1,"Shadow of Gyeonggi: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000796,Seoul Shadow,2017,Completed,MBC,Prime Video,Sat-Sun,21:00,16,60,960,Comedy;Thriller,Based on Novel,Choi Hye-jin,Jung Ji-hoon,Kim Hyun-woo,Choi Seo-jun,2017-10-03,2017-12-05,6.9,8.6,"Seoul Shadow: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000646,Promise of Busan,2015,Completed,Disney+,Apple TV+;Disney+;Prime Video,Sat-Sun,21:00,16,60,960,Mystery,Based on Novel,Choi Hye-jin,Lee Seo-jun,Park Hye-jin,Choi Seo-yeon,2015-02-14,2015-04-18,7.4,7.7,"Promise of Busan: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001013,Gyeonggi Garden,2019,Completed,KBS2,Netflix;Viki,Fri-Sat,21:00,12,70,840,Fantasy,Webtoon,Jung Seo-jun,Park Hye-jin,Park Seo-jun,Lee Seo-yeon,2019-08-06,2019-09-24,6.5,8.8,"Gyeonggi Garden: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001850,The Golden City,2023,Completed,tvN,Disney+;Netflix,Mon-Tue,21:30,10,55,550,Thriller,Based on Novel,Jung Min-jae,Jung Hye-jin,Kang Hye-jin,Kim Seo-yeon,2023-06-09,2023-07-21,7.6,7.8,"The Golden City: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000557,The Electric Promise,2018,Completed,MBC,Apple TV+,Fri-Sat,21:30,12,70,840,Action;Medical,Web Novel,Jung Seo-yeon,Park Hye-jin,Kang Hyun-woo,Choi Ji-eun,2018-12-19,2019-02-06,7.8,8.4,"The Electric Promise: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000682,Seoul City,2021,Completed,Disney+,Viki,Wed-Thu,21:30,12,55,660,Thriller,Webtoon,Jung Min-jae,Choi Min-jae,Kang Ji-hoon,Kim Seo-jun,2021-07-16,2021-09-03,7.6,7.6,"Seoul City: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000578,Incheon Memory,2019,Completed,SBS,Apple TV+;TVING;Viki,Fri-Sat,22:00,10,70,700,Action,Based on Novel,Choi Hye-jin,Park Hyun-woo,Kang Hye-jin,Park Yoon-seo,2019-08-06,2019-09-17,8.4,7.4,"Incheon Memory: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001110,Promise of Gyeonggi,2016,Completed,tvN,Netflix;TVING;Viki,Wed-Thu,21:00,12,60,720,Fantasy;Legal;Medical,Based on Novel,Kim Seo-jun,Kang Ji-eun,Kim Ji-eun,Choi Ji-hoon,2016-07-12,2016-08-30,7.1,8.4,"Promise of Gyeonggi: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001267,Shadow of Seoul,2022,Completed,MBC,TVING;Viki,Sat-Sun,21:00,10,70,700,Action;Fantasy;Romance,Remake (JP),Jung Min-jae,Jung Ji-hoon,Jung Ji-eun,Park Yoon-seo,2022-04-28,2022-06-09,7.8,8.4,"Shadow of Seoul: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001723,Silent Shadow,2020,Completed,Netflix,Apple TV+;Prime Video;TVING,Wed-Thu,22:00,12,60,720,Action;Fantasy,Original,Kang Ji-hoon,Kim Yoon-seo,Kang Hyun-woo,Kim Hyun-woo,2020-09-04,2020-10-23,6.7,8.7,"Silent Shadow: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001184,The Golden Echo,2020,Completed,tvN,Apple TV+;Prime Video;Viki,Mon-Tue,21:30,12,60,720,Romance,Based on Novel,Kim Yoon-seo,Kim Seo-yeon,Choi Hyun-woo,Park Min-jae,2020-05-08,2020-06-26,7.0,8.8,"The Golden Echo: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000525,The Radiant Season,2017,Completed,SBS,Disney+,Mon-Tue,21:00,12,55,660,Action;Medical;Thriller,Web Novel,Jung Ji-eun,Jung Yoon-seo,Choi Min-jae,Lee Ji-eun,2017-09-20,2017-11-08,6.9,7.9,"The Radiant Season: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001060,Echo of Jeju,2025,Ongoing,Netflix,Netflix;Prime Video;TVING,Fri-Sat,21:00,16,60,960,Comedy;Fantasy,Webtoon,Choi Hyun-woo,Lee Hyun-woo,Kim Hyun-woo,Choi Ji-hoon,2025-06-07,2025-08-09,8.1,8.6,"Echo of Jeju: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000541,Misty Night,2022,Completed,tvN,Viki,Fri-Sat,21:00,16,55,880,Fantasy,Web Novel,Kim Min-jae,Park Seo-jun,Kang Hyun-woo,Kim Min-jae,2022-09-29,2022-12-01,6.9,7.5,"Misty Night: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001195,The Radiant Garden,2019,Completed,SBS,TVING,Fri-Sat,22:00,12,55,660,Mystery,Original,Kim Ji-eun,Lee Hye-jin,Kim Ji-hoon,Park Seo-yeon,2019-05-22,2019-07-10,7.4,8.3,"The Radiant Garden: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001679,Gyeonggi Memory,2024,Completed,MBC,Apple TV+;Viki,Fri-Sat,21:00,12,60,720,Action;Comedy,Remake (JP),Choi Seo-jun,Kim Seo-yeon,Lee Ji-hoon,Jung Seo-yeon,2024-08-15,2024-10-03,7.0,8.3,"Gyeonggi Memory: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000749,Electric Love,2018,Completed,tvN,Netflix;TVING;Viki,Fri-Sat,21:00,10,55,550,Comedy;Medical,Original,Park Seo-jun,Kang Ji-hoon,Lee Ji-hoon,Jung Hye-jin,2018-05-21,2018-07-02,8.0,8.4,"Electric Love: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001862,The Golden Promise,2017,Completed,Netflix,Disney+,Mon-Tue,22:00,16,60,960,Medical,Original,Kim Hyun-woo,Park Seo-jun,Jung Yoon-seo,Park Ji-hoon,2017-04-05,2017-06-07,8.1,7.7,"The Golden Promise: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
